"","list_name","name","label_english","label_french","filter_admin1","filter_admin2","filter_admin3","filter_admin4"
"217","l_aap_preferred_modality","do_not_want_assistance","Do not want to receive humanitarian assistance","Ne souhaite pas recevoir d'aide humanitaire",NA,NA,NA,NA
"218","l_aap_preferred_modality","in_kind_food","In-kind (Food)","En nature (nourriture)",NA,NA,NA,NA
"219","l_aap_preferred_modality","in_kind_nfis","In-kind (Essential hygiene and personal items)","En nature (articles d'hygiène essentiels et articles personnels)",NA,NA,NA,NA
"220","l_aap_preferred_modality","physical_cash","Physical cash","Espèces physiques",NA,NA,NA,NA
"221","l_aap_preferred_modality","cash_bank_transfer","Cash via bank transfer","Argent liquide par virement bancaire",NA,NA,NA,NA
"222","l_aap_preferred_modality","cash_via_prepaid_cards","Cash via prepaid cards","Espèces via des cartes prépayées",NA,NA,NA,NA
"223","l_aap_preferred_modality","cash_via_mobile_money","Cash via mobile money","Espèces via l'argent mobile",NA,NA,NA,NA
"224","l_aap_preferred_modality","vouchers","Vouchers","Bons d'achat",NA,NA,NA,NA
"225","l_aap_preferred_modality","services","Services (e.g. healthcare, education)","Services (par exemple, soins de santé, éducation)",NA,NA,NA,NA
"226","l_aap_preferred_modality","construction_rehabilitation_infrastructure","Construction / rehabilitation of infrastructure (water points, latrines, roads, etc.)","Construction / réhabilitation d'infrastructures (points d'eau, latrines, routes, etc.)",NA,NA,NA,NA
"227","l_aap_preferred_modality","other","Other (specify)","Autres (à préciser)",NA,NA,NA,NA
"228","l_aap_preferred_modality","dnk","Don’t know","Ne sait pas",NA,NA,NA,NA
"229","l_aap_preferred_modality","pnta","Prefer not to answer","Préfère ne pas répondre",NA,NA,NA,NA
"230",NA,NA,NA,NA,NA,NA,NA,NA
"231","l_aap_received_assistance_date","past_30d","In the past 30 days","Au cours des 30 derniers jours",NA,NA,NA,NA
"232","l_aap_received_assistance_date","1_3_months","1 to 3 months ago","Entre 1 et 3 mois",NA,NA,NA,NA
"233","l_aap_received_assistance_date","4_6_months","4 to 6 months ago","Entre  4 et 6 mois",NA,NA,NA,NA
"234","l_aap_received_assistance_date","7_12_months","7 to 12 months ago","Entre 7 et 12 mois",NA,NA,NA,NA
"235","l_aap_received_assistance_date","dnk","Don't know","Ne sait pas",NA,NA,NA,NA
"236","l_aap_received_assistance_date","pnta","Prefer not to answer","Préfère ne pas répondre",NA,NA,NA,NA
"237",NA,NA,NA,NA,NA,NA,NA,NA
"238","l_snfi_shelter_type","collective_center","Collective center","Centre collectif",NA,NA,NA,NA
"239","l_snfi_shelter_type","individual_shelter","Individual shelter (for this household only)","Abri individuel (pour ce ménage uniquement)",NA,NA,NA,NA
"240","l_snfi_shelter_type","hosted","Hosted by friends/relatives","Hébergé par des amis/de la famille",NA,NA,NA,NA
"241","l_snfi_shelter_type","hosting","Hosting at least one other household in own home","Hébergement d'au moins un autre ménage dans sa propre maison",NA,NA,NA,NA
"242","l_snfi_shelter_type","none","No shelter (sleeping in the open)","Pas d'abri (dort à l'air libre)",NA,NA,NA,NA
"243","l_snfi_shelter_type","pnta","Prefer not to answer","Préfère ne pas répondre",NA,NA,NA,NA
"244",NA,NA,NA,NA,NA,NA,NA,NA
"245","l_snfi_shelter_type_individual","house","Solid / finished house","Maison solide / finie",NA,NA,NA,NA
"246","l_snfi_shelter_type_individual","apartment","Solid / finished apartment","Appartement solide / fini",NA,NA,NA,NA
"247","l_snfi_shelter_type_individual","unfinished_building","Unfinished / non-enclosed building","Bâtiment inachevé / non fermé",NA,NA,NA,NA
"248","l_snfi_shelter_type_individual","tent","Tent","Tente",NA,NA,NA,NA
"249","l_snfi_shelter_type_individual","makeshift","Makeshift shelter","Abri de fortune",NA,NA,NA,NA
"250","l_snfi_shelter_type_individual","other","Other (specify)","Autre (préciser)",NA,NA,NA,NA
"251","l_snfi_shelter_type_individual","dnk","Don´t know","Ne sait pas",NA,NA,NA,NA
"252","l_snfi_shelter_type_individual","pnta","Prefer not to answer","Préfère ne pas répondre",NA,NA,NA,NA
"253",NA,NA,NA,NA,NA,NA,NA,NA
"254","l_snfi_shelter_issue","none","No noticeable issue","Pas de problème notable",NA,NA,NA,NA
"255","l_snfi_shelter_issue","lack_privacy","Lack of privacy inside the shelter (no partitions, doors)","Manque d'intimité à l'intérieur de l'abri (pas de cloisons, pas de portes)",NA,NA,NA,NA
"256","l_snfi_shelter_issue","lack_space","Lack of space inside shelter (less than 3.5m2 per household member)","Manque d'espace à l'intérieur du refuge (moins de 3,5 m2 par membre du ménage)",NA,NA,NA,NA
"257","l_snfi_shelter_issue","temperature","Inside the shelter it is often too hot / cold","Il fait souvent trop chaud ou trop froid à l'intérieur du refuge",NA,NA,NA,NA
"258","l_snfi_shelter_issue","ventilation","Limited ventilation (no air circulation unless main entrance is open)","Ventilation limitée (pas de circulation d'air si l'entrée principale n'est pas ouverte)",NA,NA,NA,NA
"259","l_snfi_shelter_issue","leak","Leaks during rain","Fuites en cas de pluie",NA,NA,NA,NA
"260","l_snfi_shelter_issue","lock","Unable to lock the shelter","Impossibilité de fermer l'abri à clé",NA,NA,NA,NA
"261","l_snfi_shelter_issue","lack_lighting","Lack of lighting outside the shelter","Manque d'éclairage à l'extérieur de l'abri",NA,NA,NA,NA
"262","l_snfi_shelter_issue","difficulty_move","Some members of the household have difficulties moving inside or outside the house","Certains membres du ménage ont des difficultés à se déplacer à l'intérieur ou à l'extérieur de la maison",NA,NA,NA,NA
"263","l_snfi_shelter_issue","other","Other (specify)","Autre (préciser)",NA,NA,NA,NA
"264","l_snfi_shelter_issue","dnk","Don't know","Ne sait pas",NA,NA,NA,NA
"265","l_snfi_shelter_issue","pnta","Prefer not to answer","Préfère ne pas répondre",NA,NA,NA,NA
"266",NA,NA,NA,NA,NA,NA,NA,NA
"267","l_snfi_fds_cooking","yes_no_issues","Yes, without any issues","Oui, sans problème",NA,NA,NA,NA
"268","l_snfi_fds_cooking","yes_issues","Yes, with issues","Oui, avec des problèmes",NA,NA,NA,NA
"269","l_snfi_fds_cooking","no_cannot","No, cannot do","Non, ne peut pas",NA,NA,NA,NA
"270","l_snfi_fds_cooking","no_no_need","No, do not need to cook in current shelter","Non, je n'ai pas besoin de cuisiner dans l'abri actuel",NA,NA,NA,NA
"271","l_snfi_fds_cooking","dnk","Don't know","Ne sait pas",NA,NA,NA,NA
"272","l_snfi_fds_cooking","pnta","Prefer not to answer","Préfère ne pas répondre",NA,NA,NA,NA
"273",NA,NA,NA,NA,NA,NA,NA,NA
"274","l_snfi_fds_cooking_issue","lack_materials","Insufficient essential household items for cooking (utensils, kitchen sets, eating sets)","Manque d'articles ménagers essentiels pour la cuisine (ustensiles, ustensiles de cuisine, ustensiles de table)",NA,NA,NA,NA
"275","l_snfi_fds_cooking_issue","lack_access_facilities","Lack of access to cooking facilities","Manque d'accès aux installations de cuisine/de cuisson",NA,NA,NA,NA
"276","l_snfi_fds_cooking_issue","unsafe","Unsafe cooking facilities","Installations de cuisine/cuisson dangereuses",NA,NA,NA,NA
"277","l_snfi_fds_cooking_issue","inadequate_space","Inadequate space for cooking (leaks during rain, no ventilation)","Espace inadéquat pour cuisiner (fuites en cas de pluie, absence de ventilation)",NA,NA,NA,NA
"278","l_snfi_fds_cooking_issue","lack_space","Insufficient space","Espace insuffisant",NA,NA,NA,NA
"279","l_snfi_fds_cooking_issue","lack_fuel","Insufficient cooking fuel","Insuffisance de combustible pour la cuisson",NA,NA,NA,NA
"280","l_snfi_fds_cooking_issue","other","Other (specify)","Autre (préciser)",NA,NA,NA,NA
"281","l_snfi_fds_cooking_issue","pnta","Prefer not to answer","Préfère ne pas répondre",NA,NA,NA,NA
"282",NA,NA,NA,NA,NA,NA,NA,NA
"283","l_snfi_fds","yes_no_issues","Yes, without any issues","Oui, sans problème",NA,NA,NA,NA
"284","l_snfi_fds","yes_issues","Yes, with issues","Oui, avec des problèmes",NA,NA,NA,NA
"285","l_snfi_fds","no_cannot","No, cannot do","Non, ne peut pas",NA,NA,NA,NA
"286","l_snfi_fds","dnk","Don't know","Ne sait pas",NA,NA,NA,NA
"287","l_snfi_fds","pnta","Prefer not to answer","Préfère ne pas répondre",NA,NA,NA,NA
"288",NA,NA,NA,NA,NA,NA,NA,NA
"289","l_snfi_fds_sleeping_issue","lack_materials","Insufficient essential household items for sleeping (bedding, mattresses/mats, bednets)","Manque d'articles ménagers essentiels pour dormir (literie, matelas/matelas, moustiquaires)",NA,NA,NA,NA
"290","l_snfi_fds_sleeping_issue","lack_space","Insufficient space","Espace insuffisant",NA,NA,NA,NA
"291","l_snfi_fds_sleeping_issue","unsafe_space","Unsafe space","Espace non sécurisé",NA,NA,NA,NA
"292","l_snfi_fds_sleeping_issue","inadequate_space","Inadequate space for sleeping (leaking during rain, noisy space, space not meant for sleeping)","Espace inadéquat pour dormir (fuite en cas de pluie, espace bruyant, espace non destiné à dormir)",NA,NA,NA,NA
"293","l_snfi_fds_sleeping_issue","other","Other (specify)","Autre (préciser)",NA,NA,NA,NA
"294","l_snfi_fds_sleeping_issue","pnta","Prefer not to answer","Préfère ne pas répondre",NA,NA,NA,NA
"295",NA,NA,NA,NA,NA,NA,NA,NA
"296","l_snfi_fds_storing_issue","lack_containers_water","Lack of containers/damaged containers to store water","Manque de récipients ou récipients endommagés pour le stockage de l'eau",NA,NA,NA,NA
"297","l_snfi_fds_storing_issue","lack_containers_food","Lack of containers/damaged containers to store food","Manque de récipients ou récipients endommagés pour stocker la nourriture",NA,NA,NA,NA
"298","l_snfi_fds_storing_issue","lack_space_water","Lack of space to store water","Manque d'espace pour stocker l'eau",NA,NA,NA,NA
"299","l_snfi_fds_storing_issue","lack_space_food","Lack of space to store food","Manque d'espace pour stocker la nourriture",NA,NA,NA,NA
"300","l_snfi_fds_storing_issue","cannot_store_safely","Can’t store food safely / it goes bad easily","Impossibilité de stocker les aliments en toute sécurité / ils se détériorent facilement",NA,NA,NA,NA
"301","l_snfi_fds_storing_issue","other","Other (specify)","Autre (précisez)",NA,NA,NA,NA
"302","l_snfi_fds_storing_issue","pnta","Prefer not to answer","Préfère ne pas répondre",NA,NA,NA,NA
"303",NA,NA,NA,NA,NA,NA,NA,NA
"304","l_snfi_fds_personal_hygiene_issue","lack_materials","Insufficient essential household items for hygiene (soap, etc.)","Manque d'articles ménagers essentiels à l'hygiène (savon, etc.)",NA,NA,NA,NA
"305","l_snfi_fds_personal_hygiene_issue","lack_space","Insufficient space (lack of privacy, partitions)","Espace insuffisant (manque d'intimité, cloisons)",NA,NA,NA,NA
"306","l_snfi_fds_personal_hygiene_issue","inadequate_space","Inadequate space (not covered space, leaks when it rains, space not meant for washing)","Espace inadéquat (espace non couvert, fuites lorsqu'il pleut, espace non destiné à la toilette)",NA,NA,NA,NA
"307","l_snfi_fds_personal_hygiene_issue","unsafe_space","Unsafe space","Espace non sécurisé",NA,NA,NA,NA
"308","l_snfi_fds_personal_hygiene_issue","no_facility","No hygiene facility within the shelter","Pas d'installation d'hygiène dans l'abri",NA,NA,NA,NA
"309","l_snfi_fds_personal_hygiene_issue","other","Other (specify)","Autre (préciser)",NA,NA,NA,NA
"310","l_snfi_fds_personal_hygiene_issue","pnta","Prefer not to answer","Préfère ne pas répondre",NA,NA,NA,NA
"311",NA,NA,NA,NA,NA,NA,NA,NA
"312","l_wash_drinking_water_source","piped_dwelling","Piped into dwelling","Raccordement par canalisation à la maison",NA,NA,NA,NA
"313","l_wash_drinking_water_source","piped_compound","Piped into compound, yard or plot","Raccordement par canalisation dans l'enceinte, la cour ou le terrain",NA,NA,NA,NA
"314","l_wash_drinking_water_source","piped_neighbour","Piped to neighbour","Raccordement par canalisation à la maison du voisin",NA,NA,NA,NA
"315","l_wash_drinking_water_source","tap","Public tap/standpipe","Robinet public ou borne-fontaine",NA,NA,NA,NA
"316","l_wash_drinking_water_source","borehole","Borehole or tubewell","Puits de forage ou puits tubulaire",NA,NA,NA,NA
"317","l_wash_drinking_water_source","protected_well","Protected well","Puits protégé",NA,NA,NA,NA
"318","l_wash_drinking_water_source","unprotected_well","Unprotected well","Puits non protégé",NA,NA,NA,NA
"319","l_wash_drinking_water_source","protected_spring","Protected spring","Source protégée",NA,NA,NA,NA
"320","l_wash_drinking_water_source","unprotected_spring","Unprotected spring","Source non protégée",NA,NA,NA,NA
"321","l_wash_drinking_water_source","rainwater_collection","Rainwater collection","Collecte d'eau de pluie",NA,NA,NA,NA
"322","l_wash_drinking_water_source","tank_truck","Tanker-truck","Camion-citerne",NA,NA,NA,NA
"323","l_wash_drinking_water_source","cart_tank","Cart with small tank / drum","Chariot avec petit réservoir / baril",NA,NA,NA,NA
"324","l_wash_drinking_water_source","kiosk","Water kiosk","Kiosque à eau",NA,NA,NA,NA
"325","l_wash_drinking_water_source","bottled_water","Bottled water","Eau en bouteille",NA,NA,NA,NA
"326","l_wash_drinking_water_source","sachet_water","Sachet water","Sachet d'eau / eau en sachet",NA,NA,NA,NA
"327","l_wash_drinking_water_source","surface_water","Surface water (river, dam, lake, pond, stream, canal, irrigation channel)","Eau de surface (rivière, barrage, lac, étang, ruisseau, canal, canal d'irrigation)",NA,NA,NA,NA
"328","l_wash_drinking_water_source","other","Other (specify)","Autre (veuillez préciser)",NA,NA,NA,NA
"329","l_wash_drinking_water_source","dnk","Don’t know","Ne sait pas",NA,NA,NA,NA
"330","l_wash_drinking_water_source","pnta","Prefer not to answer","Préfère ne pas répondre",NA,NA,NA,NA
"331",NA,NA,NA,NA,NA,NA,NA,NA
"332","l_wash_drinking_water_time_yn","water_on_premises","Members do not collect (water on premises)","Les membres ne collectent pas l'eau (eau sur place)",NA,NA,NA,NA
"333","l_wash_drinking_water_time_yn","number_minutes","Number of minutes (integer)","Nombre de minutes (entier)",NA,NA,NA,NA
"334","l_wash_drinking_water_time_yn","dnk","Don’t know","Ne sait pas",NA,NA,NA,NA
"335","l_wash_drinking_water_time_yn","pnta","Prefer not to answer","Préfère ne pas répondre",NA,NA,NA,NA
"336",NA,NA,NA,NA,NA,NA,NA,NA
"337","l_wash_drinking_water_time_sl","under_30_min","30 minutes or less","30 minutes ou moins",NA,NA,NA,NA
"338","l_wash_drinking_water_time_sl","30min_1hr","More than 30 minutes, but less than 1 hour","Plus de 30 minutes, mais moins d'une heure",NA,NA,NA,NA
"339","l_wash_drinking_water_time_sl","more_than_1hr","More than 1 hour","Plus d'une heure",NA,NA,NA,NA
"340","l_wash_drinking_water_time_sl","dnk","Don’t know","Je ne sais pas",NA,NA,NA,NA
"341","l_wash_drinking_water_time_sl","pnta","Prefer not to answer","Je préfère ne pas répondre",NA,NA,NA,NA
"342",NA,NA,NA,NA,NA,NA,NA,NA
"343","l_wash_drinking_water_quantity","never","Never (0 times)","Jamais (0 fois)",NA,NA,NA,NA
"344","l_wash_drinking_water_quantity","rarely","Rarely (1–2 times)","Rarement (1–2 fois)",NA,NA,NA,NA
"345","l_wash_drinking_water_quantity","sometimes","Sometimes (3–10 times)","Parfois (3–10 fois)",NA,NA,NA,NA
"346","l_wash_drinking_water_quantity","often","Often (11-20 times)","Souvent (11-20 fois)",NA,NA,NA,NA
"347","l_wash_drinking_water_quantity","always","Always (more than 20 times)","Toujours (plus de 20 fois)",NA,NA,NA,NA
"348","l_wash_drinking_water_quantity","dnk","Don’t know","Ne sait pas",NA,NA,NA,NA
"349","l_wash_drinking_water_quantity","pnta","Prefer not to answer","Préfère ne pas répondre",NA,NA,NA,NA
"350",NA,NA,NA,NA,NA,NA,NA,NA
"351","l_wash_sanitation_facility","flush_piped_sewer","Flush to piped sewer system","Chasse d'eau raccordée au système d'égout canalisé",NA,NA,NA,NA
"352","l_wash_sanitation_facility","flush_septic_tank","Flush to septic tank","Chasse d'eau dans une fosse septique",NA,NA,NA,NA
"353","l_wash_sanitation_facility","flush_pit_latrine","Flush to pit latrine","Chasse d'eau dans une latrine à fosse",NA,NA,NA,NA
"354","l_wash_sanitation_facility","flush_open_drain","Flush to open drain","Chasse d'eau dans un égout ouvert",NA,NA,NA,NA
"355","l_wash_sanitation_facility","flush_elsewhere","Flush to elsewhere","Chasse d'eau vers un autre endroit",NA,NA,NA,NA
"356","l_wash_sanitation_facility","flush_dnk_where","Flush to don’t know where","Chasse d'eau vers je ne sais où",NA,NA,NA,NA
"357","l_wash_sanitation_facility","pit_latrine_slab","Pit latrine with slab","Latrines à fosse avec dalle",NA,NA,NA,NA
"358","l_wash_sanitation_facility","pit_latrine_wo_slab","Pit latrine without slab / open pit","Latrines à fosse sans dalle / fosse ouverte",NA,NA,NA,NA
"359","l_wash_sanitation_facility","compost","Composting toilet","Toilettes à compostage",NA,NA,NA,NA
"360","l_wash_sanitation_facility","plastic_bag","Plastic Bag","Sac en plastique",NA,NA,NA,NA
"361","l_wash_sanitation_facility","bucket","Bucket","Seau",NA,NA,NA,NA
"362","l_wash_sanitation_facility","hanging_toilet","Hanging toilet/hanging latrine","Toilettes suspendues / latrines suspendues",NA,NA,NA,NA
"363","l_wash_sanitation_facility","none","No facility/bush/field/open defecation","Pas d'installation / buisson / champ",NA,NA,NA,NA
"364","l_wash_sanitation_facility","other","Other (specify)","Autre (préciser)",NA,NA,NA,NA
"365","l_wash_sanitation_facility","dnk","Don't know","Ne sait pas",NA,NA,NA,NA
"366","l_wash_sanitation_facility","pnta","Prefer not to answer","Préfère ne pas répondre",NA,NA,NA,NA
"367","l_wash_sanitation_facility","ventilated_pit_latrine_slab","Ventilated improved pit latrine (with slab)","Latrines améliorées à fosse ventilée (avec dalle)",NA,NA,NA,NA
"368","l_wash_sanitation_facility","twin_pit_latrine_slab","Twin pit latrine with slab","Latrines à double fosse avec dalle",NA,NA,NA,NA
"369","l_wash_sanitation_facility","container","Container based sanitation","Toilettes amovibles avec conteneur",NA,NA,NA,NA
"370",NA,NA,NA,NA,NA,NA,NA,NA
"371","l_wash_handwashing_facility","available","Fixed or mobile handwashing place in dwelling/yard/plot","Dispositif de lavage des mains fixe ou mobile dans l'habitation/la cour/le terrain",NA,NA,NA,NA
"372","l_wash_handwashing_facility","none","No handwashing place in dwelling/yard/plot","Pas d'endroit pour le lavage des mains dans l'habitation/la cour/le terrain",NA,NA,NA,NA
"373","l_wash_handwashing_facility","no_permission","No permission to see","Pas la permission de voir",NA,NA,NA,NA
"374","l_wash_handwashing_facility","other","Other reason (specify)","Autre raison (précisez)",NA,NA,NA,NA
"375",NA,NA,NA,NA,NA,NA,NA,NA
"376","l_wash_handwashing_facility_observed_water","water_available","Water is available","L'eau est disponible",NA,NA,NA,NA
"377","l_wash_handwashing_facility_observed_water","water_not_available","Water is not available","L'eau n'est pas disponible",NA,NA,NA,NA
"378",NA,NA,NA,NA,NA,NA,NA,NA
"379","l_wash_handwashing_facility_observed_soap","soap_available","Soap or detergent available","Le savon ou détergent est disponible",NA,NA,NA,NA
"380","l_wash_handwashing_facility_observed_soap","soap_not_available","Soap or detergent not available","Le savon ou détergent n'est pas disponible",NA,NA,NA,NA
"381","l_wash_handwashing_facility_observed_soap","alternative_available","(Insert other common products for the context, e.g. Ash / Mud / Sand)","(Ajouter d'autres produits communs dans le contexte, ex, Cendre / Boue / Sable)",NA,NA,NA,NA
"382",NA,NA,NA,NA,NA,NA,NA,NA
"383","l_wash_handwashing_facility_reported","fixed_dwelling","Fixed facility reported (sink/tap) in dwelling","Dispositif fixe rapporté (lavabo/robinet) dans l'habitation",NA,NA,NA,NA
"384","l_wash_handwashing_facility_reported","fixed_yard","Fixed facility reported (sink/tap) in yard/plot","Dispositif fixe rapporté (lavabo/robinet) dans la cour/le terrain",NA,NA,NA,NA
"385","l_wash_handwashing_facility_reported","mobile","Mobile object reported (bucket/jug/kettle)","Objet mobile signalé (seau/cruche/bouilloire)",NA,NA,NA,NA
"386","l_wash_handwashing_facility_reported","none","No handwashing place in dwelling/yard/plot","Pas d'endroit pour le lavage des mains dans l'habitation/la cour/le terrain",NA,NA,NA,NA
"387","l_wash_handwashing_facility_reported","other","Other (specify)","Autre (précisez)",NA,NA,NA,NA
"388","l_wash_handwashing_facility_reported","dnk","Don't know","Ne sais pas",NA,NA,NA,NA
"389","l_wash_handwashing_facility_reported","pnta","Prefer not to answer","Préfère ne pas répondre",NA,NA,NA,NA
"390",NA,NA,NA,NA,NA,NA,NA,NA
"391","l_wash_soap_observed","yes_soap_shown","Yes (soap is shown)","Oui (le savon est montré)",NA,NA,NA,NA
"392","l_wash_soap_observed","yes_soap_not_shown","Yes (soap is not shown)","Oui (le savon n'est pas montré)",NA,NA,NA,NA
"393","l_wash_soap_observed","no","No","Non",NA,NA,NA,NA
"394","l_wash_soap_observed","dnk","Don't know","Ne sait pas",NA,NA,NA,NA
"395","l_wash_soap_observed","pnta","Prefer no to answer","Préfère ne pas répondre",NA,NA,NA,NA
"396",NA,NA,NA,NA,NA,NA,NA,NA
"397","l_wash_soap_type","soap","Bar or Liquid soap","Savon solide ou liquide",NA,NA,NA,NA
"398","l_wash_soap_type","detergent","Detergent (Powder / Liquid / Paste)","Détergent (poudre / liquide / pâte)",NA,NA,NA,NA
"399","l_wash_soap_type","ash_mud_sand","Ash / Mud / Sand","Cendre / Boue / Sable",NA,NA,NA,NA
"400","l_wash_soap_type","other","Other (specify)","Autre (précisez)",NA,NA,NA,NA
"401","l_wash_soap_type","dnk","Don't know","Ne sait pas",NA,NA,NA,NA
"402","l_wash_soap_type","pnta","Prefer no to answer","Préfère ne pas répondre",NA,NA,NA,NA
"403",NA,NA,NA,NA,NA,NA,NA,NA
"404","l_health_ind_healthcare_needed_type","preventative_consultation","Preventative consultation / check-up","Consultation / bilan de santé préventif",NA,NA,NA,NA
"405","l_health_ind_healthcare_needed_type","consultation_acute","Consultation or drugs for acute illness (fever, diarrhoea, cough, etc.)","Consultation ou médicaments pour les maladies aiguës (fièvre, diarrhée, toux, etc.)",NA,NA,NA,NA
"406","l_health_ind_healthcare_needed_type","consultation_chronic","Consultation or drugs for chronic illness (diabetes, hypertension, etc.)","Consultation ou médicaments pour les maladies chroniques (diabète, hypertension, etc.)",NA,NA,NA,NA
"407","l_health_ind_healthcare_needed_type","trauma","Trauma care (injury, accident, conflict-related wounds)","Soins de traumatologie (blessures, accidents, blessures liées à un conflit)",NA,NA,NA,NA
"408","l_health_ind_healthcare_needed_type","elective_surgery","Elective, non-life saving surgery","Chirurgie non urgente et non vitale",NA,NA,NA,NA
"409","l_health_ind_healthcare_needed_type","emergency_surgery","Emergency, life saving surgery","Chirurgie d'urgence vitale",NA,NA,NA,NA
"410","l_health_ind_healthcare_needed_type","natal_services","Ante-natal or post-natal services","Services prénatals ou postnatals",NA,NA,NA,NA
"411","l_health_ind_healthcare_needed_type","safe_delivery","Safe delivery services","Services d'accouchement sans risque",NA,NA,NA,NA
"412","l_health_ind_healthcare_needed_type","other_specialized_services","[Other specialized services (to be contextualized by countries)]","[Autres services spécialisés (à adapter au contexte des pays)]",NA,NA,NA,NA
"413","l_health_ind_healthcare_needed_type","other","Other (specify)","Autre (préciser)",NA,NA,NA,NA
"414","l_health_ind_healthcare_needed_type","dnk","Don't know","Ne sait pas",NA,NA,NA,NA
"415","l_health_ind_healthcare_needed_type","pnta","Prefer not to answer","Préfère ne pas répondre",NA,NA,NA,NA
"416",NA,NA,NA,NA,NA,NA,NA,NA
"417","l_prot_perceived_risk","never","Never","Jamais",NA,NA,NA,NA
"418","l_prot_perceived_risk","once_or_twice","Just once or twice","Une ou deux fois seulement",NA,NA,NA,NA
"419","l_prot_perceived_risk","several_times","Several times","Plusieurs fois",NA,NA,NA,NA
"420","l_prot_perceived_risk","always","Always","Toujours",NA,NA,NA,NA
"421","l_prot_perceived_risk","dnk","Don't Know","Ne sait pas",NA,NA,NA,NA
"422","l_prot_perceived_risk","pnta","Prefer not to answer","Préfère ne pas répondre",NA,NA,NA,NA
"423",NA,NA,NA,NA,NA,NA,NA,NA
